provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
453300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230037,17,Not Available,Not Available,Not Available,2681,0.39,0.04,0.74,469,2.64
141344,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230301,Not Available,Not Available,Not Available,Not Available,429,0.34,0,0.77,75,4.37
210006,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
530025,12,Not Available,Not Available,Not Available,1424,0.42,0.01,0.83,433,2.62
140043,49,81.82,39.39,124.25,5894,0.47,0.14,0.8,1377,2.68
450046,377,111.8,87.4,136.2,21296,0.25,0.03,0.47,6551,4
521359,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390111,532,118.82,97.65,139.99,16880,0.31,0.09,0.53,8006,8.96
180021,5,Not Available,Not Available,Not Available,3535,0.27,0,0.66,172,4.04
130025,10,Not Available,Not Available,Not Available,1233,0.42,0.01,0.83,431,2.69
231322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280131,6,Not Available,Not Available,Not Available,520,0.33,0,0.76,514,3.2
100023,112,107.74,69.7,145.78,11258,0.46,0.21,0.71,3939,4.22
180043,10,Not Available,Not Available,Not Available,2544,0.39,0,0.78,106,4.16
330231,12,Not Available,Not Available,Not Available,4363,0.2,0,0.53,199,6.35
240104,26,119.67,69.2,170.14,3356,0.27,0,0.66,642,3.14
210023,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
161345,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390278,Not Available,Not Available,Not Available,Not Available,1009,0.31,0,0.72,Not Available,Not Available
240047,128,120.58,84.26,156.9,8717,0.42,0.13,0.71,3221,3.66
450023,82,104.04,63.8,144.28,8559,0.27,0,0.56,2627,4.06
251309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
260024,4,Not Available,Not Available,Not Available,1351,0.31,0,0.72,82,4.21
520071,20,Not Available,Not Available,Not Available,2500,0.27,0,0.66,641,7.42
431310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
670008,5,Not Available,Not Available,Not Available,466,0.33,0,0.76,438,4.22
391311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
181307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
170104,183,117.3,82.22,152.38,13411,0.49,0.24,0.74,4295,3.5
260057,19,Not Available,Not Available,Not Available,1755,0.41,0,0.82,175,5.87
150101,5,Not Available,Not Available,Not Available,749,0.33,0,0.76,66,4.28
110226,11,Not Available,Not Available,Not Available,2486,0.27,0,0.66,188,3.41
250152,,,,,,,,,,
270004,116,97.54,61.71,133.37,10035,0.33,0.09,0.57,3917,1.61
281326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
510048,48,118.21,70.62,165.8,5202,0.22,0,0.57,568,5.14
330250,97,141,101.92,180.08,8862,1.01,0.74,1.28,2331,5.95
450497,Not Available,Not Available,Not Available,Not Available,1049,0.32,0,0.75,28,4.54
50746,38,134.05,88.48,179.62,3030,0.45,0.1,0.8,894,2.82
141336,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50758,11,Not Available,Not Available,Not Available,1738,0.22,0,0.57,104,4.89
210038,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
231324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340097,27,115.08,63.98,166.18,3808,0.24,0,0.61,662,2.3
361305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190122,Not Available,Not Available,Not Available,Not Available,712,0.32,0,0.75,161,3.87
131304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
310111,89,122.55,84.72,160.38,11456,0.4,0.15,0.65,2340,3.53
450730,27,106.61,56.18,157.04,2987,0.25,0,0.62,606,8.02
340013,37,119.72,72.03,167.41,5283,0.36,0.01,0.71,961,2.36
210051,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100285,23,Not Available,Not Available,Not Available,2490,0.28,0,0.67,391,3.07
330019,25,125.67,78.53,172.81,7954,0.22,0,0.49,915,3.68
100200,14,Not Available,Not Available,Not Available,3231,0.24,0,0.61,785,2.51
450235,Not Available,Not Available,Not Available,Not Available,932,0.33,0,0.76,79,4.37
450124,97,121.61,82.88,160.34,4513,0.61,0.26,0.96,1374,6.84
400118,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450694,Not Available,Not Available,Not Available,Not Available,864,0.32,0,0.75,27,4.54
330188,23,Not Available,Not Available,Not Available,3569,0.21,0,0.54,593,4.7
320061,9,Not Available,Not Available,Not Available,1520,0.31,0,0.72,236,3.37
90011,842,123.01,104.9,141.12,24075,0.37,0.19,0.55,10101,6.13
500026,75,102.99,65.18,140.8,5056,0.18,0,0.49,1120,3.09
360065,30,116.63,66.83,166.43,3661,0.41,0.04,0.78,612,3.55
330030,10,Not Available,Not Available,Not Available,2365,0.47,0.08,0.86,286,5.17
440147,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100117,37,96.24,48.4,144.08,5454,0.35,0.02,0.68,870,9.98
510001,308,112.86,87.81,137.91,13150,0.36,0.12,0.6,4655,6.35
271340,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
510072,Not Available,Not Available,Not Available,Not Available,907,0.33,0,0.76,22,Not Available
230029,265,98.05,71.67,124.43,15777,0.28,0.04,0.52,5341,2.45
33017F,,,,,,,,,,
370166,Not Available,Not Available,Not Available,Not Available,1522,0.32,0,0.73,25,4.6
490118,215,130.24,99.23,161.25,14715,0.28,0.04,0.52,5063,4.01
360085,351,142.82,118.4,167.24,23550,0.48,0.3,0.66,7985,4.83
520066,118,130.14,91.9,168.38,7406,0.24,0,0.55,2007,6.24
330074,8,Not Available,Not Available,Not Available,2424,0.28,0,0.67,388,3.85
52002F,,,,,,,,,,
431336,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
171327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50552,Not Available,Not Available,Not Available,Not Available,357,0.33,0,0.76,14,Not Available
281333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100067,121,106.69,70.21,143.17,8966,0.62,0.33,0.91,2101,5.77
521328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140130,42,119,73.04,164.96,5659,0.41,0.08,0.74,1371,4.76
220126,50,124.18,79.12,169.24,10027,0.21,0,0.5,1298,3.31
190298,Not Available,Not Available,Not Available,Not Available,333,0.33,0,0.76,325,5.55
290003,336,148.88,124.58,173.18,14235,0.3,0.06,0.54,4849,6.17
170183,24,Not Available,Not Available,Not Available,1301,0.32,0,0.75,1286,4.03
500060,17,Not Available,Not Available,Not Available,965,0.31,0,0.72,249,6.4
200063,19,Not Available,Not Available,Not Available,3957,0.23,0,0.58,605,5.32
370080,Not Available,Not Available,Not Available,Not Available,464,0.33,0,0.76,Not Available,Not Available
190128,7,Not Available,Not Available,Not Available,471,0.32,0,0.75,422,3.93
101311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
220017,20,Not Available,Not Available,Not Available,5568,0.29,0,0.64,776,2.21
360274,Not Available,Not Available,Not Available,Not Available,163,0.34,0,0.77,114,4.23
450822,13,Not Available,Not Available,Not Available,1171,0.4,0,0.81,411,4.03
330175,9,Not Available,Not Available,Not Available,3779,0.32,0,0.67,380,4.02
301308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110115,83,156.02,113.33,198.71,5158,0.36,0.05,0.67,1785,4.83
501334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440228,32,139.48,90.24,188.72,4260,0.3,0,0.65,971,2.42
450411,4,Not Available,Not Available,Not Available,1308,0.32,0,0.75,51,4.35
100175,17,Not Available,Not Available,Not Available,1928,0.3,0,0.71,113,5.44
301302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
131321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
251324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340017,64,95.54,53.07,138.01,7859,0.15,0,0.44,2278,3.16
430091,14,Not Available,Not Available,Not Available,1132,0.32,0,0.75,1125,2.19
50709,42,93.23,51.46,135,4657,0.19,0,0.46,817,2.38
250096,30,137.56,87.15,187.97,3951,0.43,0.06,0.8,796,3.94
271328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
530033,5,Not Available,Not Available,Not Available,786,0.32,0,0.75,550,2.47
360072,105,93.25,53.91,132.59,9590,0.28,0.01,0.55,2718,2.33
140133,34,109.14,63.14,155.14,7315,0.17,0,0.48,900,3.75
180010,351,80.33,55.4,105.26,17416,0.75,0.53,0.97,7461,2.22
111332,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
371325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70031,34,96.81,50.63,142.99,5676,0.2,0,0.53,883,4.8
320011,8,Not Available,Not Available,Not Available,1373,0.31,0,0.72,243,2.82
340120,Not Available,Not Available,Not Available,Not Available,1617,0.31,0,0.72,81,4.25
150012,129,126.26,90.8,161.72,12867,0.32,0.07,0.57,3802,1.42
190064,290,108.79,79.86,137.72,21000,0.34,0.12,0.56,7538,6.44
260160,4,Not Available,Not Available,Not Available,1426,0.32,0,0.75,34,4.48
271330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
160047,37,99.56,50.72,148.4,4844,0.22,0,0.57,1238,1.41
521330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440200,4,Not Available,Not Available,Not Available,697,0.33,0,0.76,60,4.35
160008,8,Not Available,Not Available,Not Available,1974,0.3,0,0.71,133,5.09
521338,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270032,4,Not Available,Not Available,Not Available,1049,0.43,0,0.86,141,3.83
251306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360008,89,76.71,35.26,118.16,9748,0.52,0.23,0.81,2311,5.08
300011,34,128.09,80.38,175.8,4771,0.29,0,0.64,887,8.84
360076,133,138.05,101.59,174.51,8018,0.19,0,0.46,2011,6.34
450539,8,Not Available,Not Available,Not Available,1165,0.4,0,0.81,170,3.59
340145,33,110.39,60.35,160.43,3053,0.33,0,0.7,334,6.72
110130,Not Available,Not Available,Not Available,Not Available,417,0.34,0,0.77,29,4.64
170191,17,Not Available,Not Available,Not Available,1348,0.41,0,0.82,720,3.66
310084,58,101.39,61.45,141.33,9081,0.15,0,0.44,807,5.11
450615,,,,,,,,,,
60075,11,Not Available,Not Available,Not Available,1368,0.28,0,0.67,514,1.76
150091,7,Not Available,Not Available,Not Available,1022,0.43,0,0.86,136,3.8
360016,132,106.51,71.72,141.3,9350,0.19,0,0.46,2536,2.98
270057,56,95.33,50.52,140.14,3288,0.33,0,0.7,1202,4.47
53005F,,,,,,,,,,
650001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
250093,19,Not Available,Not Available,Not Available,3571,0.33,0,0.7,421,3.83
230133,11,Not Available,Not Available,Not Available,1532,0.3,0,0.71,489,2.84
190090,8,Not Available,Not Available,Not Available,1270,0.54,0.13,0.95,44,4.44
61314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
220090,57,99.89,56.61,143.17,8045,0.23,0,0.54,1122,2.59
151316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150044,190,102.33,71.83,132.83,12004,0.21,0,0.45,3160,3.67
291307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
500003,64,121.43,76.29,166.57,5403,0.24,0,0.55,1572,4.59
320033,7,Not Available,Not Available,Not Available,829,0.42,0.01,0.83,159,4.98
180064,8,Not Available,Not Available,Not Available,1680,0.3,0,0.71,283,4.13
360355,3,Not Available,Not Available,Not Available,372,0.33,0,0.76,358,3.14
450596,16,Not Available,Not Available,Not Available,2167,0.43,0.06,0.8,667,4.73
131317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390009,108,119.85,85.41,154.29,12364,0.11,0,0.36,4292,6.21
111313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271339,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140052,51,99.96,57.21,142.71,3314,0.25,0,0.62,768,4
