provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
301309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
300003,384,140.19,117.67,162.71,13835,0.53,0.31,0.75,7153,5.93
300017,31,124.8,77.58,172.02,3104,0.24,0,0.61,465,5.17
300034,106,101.6,63.03,140.17,7105,0.18,0,0.45,2850,1.83
300005,44,115.02,68.18,161.86,3528,0.32,0,0.69,1222,3.4
300018,80,115.59,73.74,157.44,6518,0.36,0.05,0.67,1428,6.5
301306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
300014,26,99.78,51.23,148.33,3354,0.25,0,0.62,662,6.89
300001,92,91.22,49.45,132.99,10429,0.51,0.24,0.78,3210,2.94
300029,69,101.49,61.02,141.96,5008,0.39,0.06,0.72,2089,3.23
301308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
300011,34,128.09,80.38,175.8,4771,0.29,0,0.64,887,8.84
300023,61,86.42,43.73,129.11,5628,0.19,0,0.52,1171,0.97
301300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
300012,84,111.77,70.77,152.77,7872,0.37,0.08,0.66,1819,6.96
301304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
300020,52,105.85,59.71,151.99,5224,0.47,0.14,0.8,1128,2.88
300019,30,104.32,54.38,154.26,3183,0.24,0,0.61,482,6.27
310051,226,120.01,93.49,146.53,17537,0.32,0.08,0.56,4494,9.42
310031,91,109.23,70.36,148.1,4371,0.13,0,0.37,3308,1.77
310058,6,Not Available,Not Available,Not Available,1389,0.3,0,0.71,81,4.92
310076,263,121.51,92.66,150.36,18169,0.38,0.16,0.6,5650,9.66
310008,135,83.32,47.1,119.54,13396,0.36,0.12,0.6,2734,6.53
310075,73,107.99,67.26,148.72,9083,0.21,0,0.5,1867,7.63
310001,493,82.78,60.38,105.18,27587,0.19,0.01,0.37,10078,7.07
310005,63,114.81,73.49,156.13,6149,0.49,0.18,0.8,1139,3.82
310060,55,105.72,62.35,149.09,5728,0.32,0,0.65,1041,7.06
310002,180,146.61,114.35,178.87,12160,0.42,0.18,0.66,3804,6.28
310081,60,121.08,79.02,163.14,10667,0.35,0.1,0.6,1826,4.24
310040,26,121.73,72.28,171.18,4534,0.22,0,0.57,607,6.62
310120,Not Available,Not Available,Not Available,Not Available,1128,0.32,0,0.73,72,5.66
310119,171,132.7,101.93,163.47,6193,0.35,0.04,0.66,1858,7.65
310024,69,124.54,83.01,166.07,7374,0.22,0,0.49,1184,5.46
310038,379,128.68,104.49,152.87,20446,0.48,0.3,0.66,7514,6.72
310016,50,111.98,65.74,158.22,7099,0.45,0.12,0.78,1125,6.01
310010,57,128.63,83.37,173.89,9951,0.35,0.08,0.62,2371,3.08
310003,40,104.82,59.43,150.21,7325,0.3,0,0.61,837,7.04
310017,83,124.09,86.63,161.55,8740,0.53,0.24,0.82,1692,4.31
310029,180,128.53,94.7,162.36,11778,0.54,0.32,0.76,4107,5.86
310092,104,101.54,70.47,132.61,7082,0.23,0,0.54,1218,7.33
310021,52,125.52,78.56,172.48,5217,0.48,0.17,0.79,1166,5.17
310064,217,121.55,89.48,153.62,20465,0.18,0,0.38,5336,5.11
310112,49,106.63,63.16,150.1,7692,0.19,0,0.46,1023,2.29
310070,146,109.09,72.63,145.55,10507,0.33,0.06,0.6,2975,11.49
310019,163,142.47,110.64,174.3,18788,0.15,0,0.37,3913,2.66
310091,24,Not Available,Not Available,Not Available,5286,0.36,0.01,0.71,534,6.99
310022,239,154.6,126.42,182.78,25664,0.16,0,0.34,5151,4.6
310074,46,130.76,88.05,173.47,7773,0.34,0.03,0.65,1305,1.6
310054,80,128.48,90.57,166.39,9652,0.49,0.22,0.76,2000,5.31
310061,46,156.17,111.11,201.23,5773,0.33,0,0.66,900,6.35
310086,116,118.63,83.55,153.71,23594,0.29,0.07,0.51,3067,3.69
310028,76,111.08,72.31,149.85,6967,0.3,0,0.61,878,2.62
310011,78,126.17,87.6,164.74,9460,0.37,0.08,0.66,1402,2.33
310034,75,129.35,88.76,169.94,10376,0.2,0,0.45,2471,2.66
310050,78,94.89,54.77,135.01,11688,0.25,0,0.5,2310,5.14
310111,89,122.55,84.72,160.38,11456,0.4,0.15,0.65,2340,3.53
310084,58,101.39,61.45,141.33,9081,0.15,0,0.44,807,5.11
310073,234,135.57,106.13,165.01,21688,0.37,0.19,0.55,7204,3.35
310012,289,101.33,74.85,127.81,25469,0.48,0.28,0.68,7263,12.89
310015,433,114.64,90.49,138.79,22162,0.29,0.11,0.47,10482,7.23
310027,63,123.48,81.59,165.37,7833,0.37,0.08,0.66,1447,5.26
310025,65,99.87,59.77,139.97,5108,0.33,0,0.66,748,3.87
310057,144,151.3,117.84,184.76,14412,0.13,0,0.37,3891,4.62
310039,100,113.45,75.25,151.65,13221,0.29,0.05,0.53,1678,7.68
310118,5,Not Available,Not Available,Not Available,2294,0.34,0,0.71,258,3.18
310045,165,116.35,83.03,149.67,14379,0.27,0.03,0.51,4531,6.35
31001F,,,,,,,,,,
310115,43,123.35,79.07,167.63,4592,0.2,0,0.53,707,6.74
310009,96,83.89,46.22,121.56,12520,0.27,0.02,0.52,2620,1.79
310047,88,119.89,79.67,160.11,9375,0.15,0,0.44,2006,5.86
310108,235,76.45,47.27,105.63,15944,0.46,0.24,0.68,3488,20.05
310041,162,94.13,64.12,124.14,29677,0.21,0.03,0.39,4710,3.78
310006,82,120.81,82.55,159.07,7956,0.21,0,0.46,1847,3.89
310052,137,105.07,70.71,139.43,15157,0.2,0,0.44,3068,3.86
310110,72,152.44,111.16,193.72,11233,0.17,0,0.44,2011,2.7
310083,18,Not Available,Not Available,Not Available,6298,0.2,0,0.49,531,5.92
310048,113,116.92,80.88,152.96,13610,0.26,0.01,0.51,2710,10.63
310014,225,159.26,129.53,188.99,10998,0.72,0.47,0.97,4326,9.24
310113,65,128.91,89.67,168.15,6588,0.35,0.04,0.66,1196,3.67
310044,45,143.05,98.26,187.84,4846,0.2,0,0.53,1110,4.08
310096,129,113.09,74.97,151.21,10270,0.32,0.07,0.57,2779,4.28
310032,102,120.12,82.08,158.16,12760,0.65,0.4,0.9,2107,5.94
310069,21,Not Available,Not Available,Not Available,3370,0.42,0.05,0.79,738,4.18
320084,3,Not Available,Not Available,Not Available,1084,0.32,0,0.73,37,4.48
320030,3,Not Available,Not Available,Not Available,838,0.33,0,0.76,24,Not Available
320016,15,Not Available,Not Available,Not Available,2060,0.3,0,0.71,496,2.72
321307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
32005F,,,,,,,,,,
320067,Not Available,Not Available,Not Available,Not Available,223,0.34,0,0.77,Not Available,Not Available
320001,175,111.28,78.72,143.84,6944,0.22,0,0.51,2667,6.59
320021,338,120.91,95.72,146.1,18513,0.51,0.29,0.73,6626,6.16
321305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320038,16,Not Available,Not Available,Not Available,1956,0.39,0,0.78,357,2.6
321300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320003,10,Not Available,Not Available,Not Available,1532,0.3,0,0.71,180,5.51
320006,23,Not Available,Not Available,Not Available,3800,0.41,0.04,0.78,668,3.93
320063,28,92.62,44.25,140.99,3418,0.51,0.14,0.88,631,2.41
320058,Not Available,Not Available,Not Available,Not Available,110,0.34,0,0.77,Not Available,Not Available
320085,97,131.62,93.22,170.02,6111,0.61,0.32,0.9,2305,3.6
320060,Not Available,Not Available,Not Available,Not Available,245,0.34,0,0.77,8,Not Available
320086,20,Not Available,Not Available,Not Available,1270,0.49,0.1,0.88,489,5.34
321306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320005,99,131.91,93.73,170.09,7288,0.2,0,0.49,2193,2.2
321302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320061,9,Not Available,Not Available,Not Available,1520,0.31,0,0.72,236,3.37
320011,8,Not Available,Not Available,Not Available,1373,0.31,0,0.72,243,2.82
320033,7,Not Available,Not Available,Not Available,829,0.42,0.01,0.83,159,4.98
320070,Not Available,Not Available,Not Available,Not Available,207,0.34,0,0.77,Not Available,Not Available
320004,21,Not Available,Not Available,Not Available,3363,0.4,0.03,0.77,904,5.39
320057,Not Available,Not Available,Not Available,Not Available,93,0.34,0,0.77,4,Not Available
320074,6,Not Available,Not Available,Not Available,1109,0.32,0,0.75,336,3.46
320018,109,146.18,107.9,184.46,6490,0.41,0.1,0.72,2129,6.15
320059,Not Available,Not Available,Not Available,Not Available,1415,0.33,0,0.76,46,5.88
321301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320002,99,128.86,90.86,166.86,6331,0.44,0.13,0.75,1717,3.38
320062,Not Available,Not Available,Not Available,Not Available,353,0.34,0,0.77,Not Available,Not Available
320065,10,Not Available,Not Available,Not Available,1958,0.3,0,0.71,299,5.37
320013,13,Not Available,Not Available,Not Available,1780,0.3,0,0.71,229,6.46
321308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320017,13,Not Available,Not Available,Not Available,1741,0.3,0,0.71,596,3.54
320009,206,91.4,60.31,122.49,7224,0.36,0.07,0.65,2765,8.09
321304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320022,13,Not Available,Not Available,Not Available,2833,0.54,0.15,0.93,534,3.17
290054,46,117.51,71.74,163.28,4302,0.38,0.03,0.73,1057,5.2
290046,192,135.64,101.14,170.14,7917,0.33,0.04,0.62,2637,5.98
290041,157,118.46,82.96,153.96,9726,0.31,0.04,0.58,2812,7.1
290008,13,Not Available,Not Available,Not Available,1401,0.3,0,0.71,253,3.46
291304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
290009,88,116.14,76.94,155.34,6246,0.55,0.26,0.84,2249,2.41
291309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
290045,203,111.19,78.83,143.55,11036,0.38,0.13,0.63,4302,5.9
290053,81,109.29,66.52,152.06,3947,0.35,0.02,0.68,1127,6.6
290047,65,120.24,75.32,165.16,3635,0.38,0.03,0.73,1291,5.89
290022,105,174.8,136.7,212.9,6918,0.25,0,0.54,1731,5.31
290021,138,134.22,100.43,168.01,11384,0.41,0.16,0.66,2828,3.41
291312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
290039,145,152.05,118.12,185.98,12262,0.26,0.02,0.5,3009,4.13
290003,336,148.88,124.58,173.18,14235,0.3,0.06,0.54,4849,6.17
291307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
290006,10,Not Available,Not Available,Not Available,1700,0.31,0,0.72,222,4.41
291306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
